age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,threshold
28,4,8,4,6,1,4,1,0,0,45,0
28,4,11,4,4,1,4,0,0,0,50,0
28,4,11,0,12,3,4,0,0,0,40,0
28,4,12,2,12,0,4,1,0,0,40,0
28,4,11,0,1,1,4,0,0,0,40,0
28,4,15,4,11,3,4,1,0,0,40,0
28,4,2,0,7,1,4,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,45,0
28,0,15,4,0,1,4,0,0,0,40,0
28,4,1,4,4,1,2,1,0,0,40,0
28,4,7,4,3,1,4,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,45,0
28,4,11,4,14,4,4,1,0,0,50,0
28,4,8,4,10,4,0,1,0,0,40,0
28,4,11,2,3,3,4,1,0,0,40,0
28,4,9,4,10,1,4,0,2174,0,40,0
28,1,9,4,4,1,4,1,0,0,50,1
28,4,1,2,6,3,4,1,0,0,40,0
28,7,11,2,1,3,4,0,0,0,40,0
28,4,9,5,4,1,4,0,0,0,50,1
28,4,15,4,3,1,2,1,0,0,40,0
28,4,5,2,3,0,4,1,0,0,40,0
28,4,11,2,7,0,2,1,0,0,40,0
28,0,15,4,0,1,1,1,0,0,48,0
28,4,11,2,8,3,4,0,0,0,35,0
28,4,5,2,6,0,4,1,0,0,40,0
28,4,11,2,14,0,4,1,0,1740,40,0
28,4,15,2,4,0,4,1,0,0,40,1
28,4,11,2,3,0,4,1,0,0,48,0
28,4,1,2,5,0,4,1,0,0,40,0
28,4,9,2,10,5,2,0,0,0,40,0
28,4,15,0,1,1,4,0,0,0,40,0
28,4,11,2,6,0,4,1,0,0,38,0
28,4,11,2,12,0,4,1,0,0,40,0
28,2,15,2,11,0,4,1,0,0,40,1
28,4,15,4,12,2,4,0,0,0,40,0
28,4,15,4,12,1,4,0,0,0,40,0
28,4,11,2,14,0,4,1,4064,0,45,0
28,4,9,4,6,3,4,1,0,0,40,0
28,4,0,4,7,4,4,0,0,0,40,0
28,4,9,4,13,1,4,0,0,1980,35,0
28,4,15,2,4,0,4,1,0,0,48,0
28,4,9,3,13,4,2,0,0,0,40,0
28,4,11,4,13,1,1,1,0,0,50,0
28,4,11,4,8,1,4,0,0,0,46,0
28,4,6,4,14,1,4,1,6849,0,35,0
28,4,1,2,14,0,4,1,0,0,50,0
28,4,11,4,8,3,2,0,0,0,40,0
28,6,15,4,7,1,2,1,0,0,40,0
28,4,7,4,7,1,4,1,0,0,40,0
28,4,11,4,6,3,4,1,0,0,48,0
28,4,9,4,10,1,2,1,0,0,40,0
28,4,9,4,1,1,4,0,0,0,40,0
28,4,11,0,14,1,4,1,0,0,50,0
28,4,11,4,8,2,4,1,0,0,40,0
28,6,15,2,3,0,4,1,0,0,45,1
28,4,11,2,1,0,2,1,0,0,40,0
28,0,11,4,0,1,2,1,0,0,40,0
28,4,11,4,3,3,2,1,0,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,4,9,4,10,1,4,1,0,0,47,0
28,4,9,4,1,1,4,1,0,1408,40,0
28,4,11,4,7,1,4,1,0,0,48,0
28,4,2,4,12,1,2,1,0,0,40,0
28,4,11,2,3,0,4,1,0,0,35,0
28,4,15,0,3,1,4,1,0,0,40,0
28,4,15,4,3,3,4,1,0,0,50,0
28,4,6,2,7,5,4,0,0,0,40,0
28,4,9,2,10,0,4,1,0,0,40,1
28,4,8,4,8,1,4,1,0,0,40,0
28,4,12,2,10,0,4,1,0,0,48,0
28,4,7,0,1,1,4,0,0,0,40,0
28,4,12,4,10,1,4,0,0,0,40,1
28,4,11,4,8,1,2,0,0,0,48,0
28,4,15,4,4,1,4,1,0,0,50,0
28,4,8,4,1,2,4,1,0,0,40,0
28,4,9,2,4,0,4,1,0,0,45,0
28,4,11,0,4,1,4,0,0,0,40,0
28,4,11,0,4,1,4,0,0,0,39,0
28,4,9,4,1,1,4,0,0,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,4,5,2,7,2,1,0,0,0,48,0
28,4,15,2,14,0,4,1,0,0,45,0
28,4,15,0,12,4,4,0,0,0,45,0
28,2,7,2,1,5,4,0,0,0,40,1
28,4,9,4,1,3,4,1,0,0,40,0
28,6,9,2,5,0,4,1,0,0,50,0
28,4,9,2,4,0,4,1,0,0,40,1
28,7,9,2,10,0,4,1,0,0,40,1
28,4,15,4,4,4,4,0,0,0,38,0
28,4,11,4,1,2,2,1,0,0,40,0
28,4,11,5,12,4,2,0,0,0,40,0
28,4,11,0,12,1,0,1,14084,0,40,1
28,4,8,2,12,0,4,1,0,0,40,0
28,4,1,4,8,1,2,1,0,0,40,0
28,4,12,4,10,4,0,0,0,0,40,0
28,7,11,4,10,1,2,0,0,0,40,0
28,4,9,2,12,0,4,1,0,0,40,0
28,4,15,4,10,1,2,0,3325,0,50,0
28,4,8,4,8,2,2,1,0,0,40,0
28,0,11,4,0,4,2,0,0,0,40,0
28,4,11,4,4,1,4,0,0,0,40,0
28,4,9,2,4,0,4,1,0,0,50,1
28,4,11,2,12,0,4,1,0,0,40,0
28,4,6,2,7,0,4,1,0,0,42,0
28,4,11,2,12,0,4,1,0,0,40,0
28,4,14,4,10,1,4,0,0,0,50,0
28,4,9,2,4,0,4,1,0,0,50,1
28,4,15,4,1,2,2,1,0,0,40,0
28,2,12,2,10,5,4,0,7688,0,35,1
28,4,12,4,12,1,4,1,0,0,42,0
28,4,11,4,7,1,4,0,0,0,40,0
28,4,15,4,12,1,3,1,0,0,40,0
28,4,1,4,1,1,4,1,0,0,40,0
28,4,9,2,3,0,4,1,0,0,50,0
28,4,9,4,4,1,4,1,0,0,40,0
28,6,11,4,8,1,4,1,0,0,40,0
28,4,12,2,10,0,4,1,0,0,45,1
28,4,4,4,3,2,4,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,40,0
28,4,11,2,8,0,4,1,0,0,40,0
28,4,15,2,4,0,4,1,0,0,40,0
28,4,11,2,3,0,4,1,3411,0,40,0
28,4,7,4,12,1,4,0,0,0,40,0
28,4,9,2,4,0,4,1,5178,0,50,1
28,4,8,4,10,1,4,0,4650,0,40,0
28,4,0,4,6,2,4,1,0,0,40,0
28,7,12,2,10,0,4,1,0,0,40,0
28,4,11,2,12,0,4,1,0,0,45,0
28,4,0,4,6,1,4,1,0,0,40,0
28,6,11,2,3,0,4,1,0,0,40,0
28,4,9,4,1,1,4,1,0,0,45,0
28,4,7,4,8,1,2,0,0,0,40,0
28,4,11,4,4,3,4,0,0,0,40,0
28,1,9,4,4,1,2,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,43,0
28,4,7,4,6,1,4,1,0,0,45,0
28,4,8,2,3,0,4,1,0,0,50,0
28,1,9,4,13,1,2,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,45,0
28,4,5,2,5,0,4,1,0,0,40,0
28,4,8,0,4,1,4,1,10520,0,50,1
28,4,15,4,1,3,4,0,0,0,42,0
28,4,11,2,7,0,4,1,0,0,40,0
28,6,9,4,10,1,2,1,0,0,50,1
28,2,9,0,10,1,4,0,0,0,40,0
28,2,15,3,1,4,4,0,0,0,40,0
28,4,9,4,8,1,4,0,0,0,35,0
28,4,11,4,1,3,4,0,0,0,40,0
28,1,11,4,7,3,4,1,0,0,48,0
28,4,2,2,7,0,4,1,0,0,40,0
28,4,11,2,4,0,4,1,0,0,50,1
28,4,8,0,10,4,4,0,0,1726,40,0
28,2,15,2,11,0,4,1,0,0,40,1
28,4,9,2,12,0,4,1,7688,0,40,1
28,6,12,4,10,1,4,1,0,0,40,0
28,5,11,2,12,0,2,1,99999,0,40,1
28,4,7,4,8,1,3,1,0,0,40,0
28,4,11,4,14,3,4,1,0,0,40,0
28,4,15,4,12,3,2,1,0,0,40,0
28,4,15,4,10,1,2,1,0,0,40,0
28,4,7,2,4,5,4,0,0,0,40,0
28,4,15,2,12,0,2,1,0,0,40,0
28,6,11,4,3,3,4,1,0,0,45,0
28,4,11,2,12,3,4,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,0
28,4,0,4,7,3,2,1,0,0,45,0
28,4,11,2,4,0,2,1,15024,0,40,1
28,4,9,2,4,0,4,1,0,0,40,0
28,2,12,2,10,5,4,0,7298,0,40,1
28,4,11,4,7,1,4,0,0,0,40,0
28,2,9,4,11,1,4,0,4650,0,48,0
28,0,15,4,0,4,4,0,0,0,40,0
28,4,11,2,12,0,4,1,0,0,51,0
28,4,9,2,12,0,4,1,0,0,40,1
28,4,11,4,1,1,2,1,0,0,40,0
28,4,8,4,8,1,2,0,0,0,48,0
28,4,11,4,6,1,4,1,0,0,50,0
28,4,15,2,1,0,4,1,0,0,50,1
28,4,11,2,3,0,4,1,0,0,35,0
28,4,12,0,10,1,4,0,0,0,50,0
28,4,8,2,3,0,4,1,0,0,40,0
28,4,4,4,3,1,4,1,0,0,40,0
28,4,15,4,9,1,4,0,0,0,40,0
28,4,15,4,8,1,4,1,0,0,40,0
28,4,9,2,4,0,4,1,0,0,45,1
28,4,12,0,12,3,4,0,0,0,40,0
28,4,1,0,12,3,4,1,0,0,40,0
28,4,15,4,13,4,4,0,0,0,40,0
28,4,2,0,5,1,4,1,0,0,40,0
28,4,15,2,3,0,4,1,0,0,40,0
28,4,9,4,10,3,4,0,0,1564,40,1
28,4,8,0,10,4,4,0,0,0,40,0
28,4,11,4,8,3,2,0,0,0,40,0
28,4,11,2,14,0,2,1,0,0,40,0
28,4,11,4,3,1,4,1,0,0,35,0
28,4,8,2,3,0,4,1,0,0,42,0
28,4,11,2,3,0,2,1,2829,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,4,11,4,4,3,4,0,0,0,40,0
28,4,3,4,7,1,4,0,0,0,40,0
28,0,11,4,0,3,2,1,0,0,40,0
28,4,11,2,7,0,4,1,2885,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,4,9,4,4,1,4,1,0,0,50,1
28,4,11,2,7,0,4,1,0,0,40,0
28,4,11,2,8,0,4,1,0,0,35,0
28,4,15,4,4,1,4,1,0,0,35,0
28,4,15,0,6,1,4,1,0,0,50,0
28,4,7,2,6,0,2,1,0,0,40,0
28,4,15,4,12,1,2,1,0,0,50,0
28,6,11,2,3,0,4,1,0,0,40,1
28,4,5,5,7,4,2,0,0,0,40,0
28,2,11,2,11,0,4,1,0,0,40,0
28,2,12,4,10,1,4,1,0,0,40,0
28,4,9,4,13,3,4,1,0,0,50,0
28,4,5,4,7,1,4,1,0,0,45,0
28,4,11,4,11,4,0,0,0,0,40,0
28,4,11,2,4,0,4,1,0,0,40,0
28,4,15,2,12,0,4,1,0,0,50,0
28,6,8,2,3,0,4,1,0,0,45,0
28,4,11,4,8,4,4,1,0,0,40,0
28,2,7,2,11,0,1,1,0,0,40,1
28,4,0,3,3,4,4,1,0,0,40,0
28,4,15,4,1,1,4,0,0,0,40,0
28,5,11,2,3,0,4,1,0,0,50,0
28,4,11,4,8,2,3,1,0,0,48,0
28,4,11,4,6,4,4,1,0,0,40,0
28,4,9,4,1,3,4,1,0,0,40,0
28,4,15,2,3,0,4,1,0,0,50,1
28,4,5,4,3,3,4,1,0,0,40,0
28,1,9,4,10,1,4,1,0,0,50,0
28,1,15,4,1,1,4,0,0,0,40,0
28,4,9,4,4,3,4,0,0,1408,40,0
28,6,1,4,3,1,4,1,0,0,40,0
28,4,11,4,10,4,2,1,0,0,40,0
28,4,11,4,6,3,4,1,0,0,40,0
28,4,11,4,14,3,4,1,2597,0,40,0
28,1,9,4,10,3,2,0,0,0,40,0
28,4,9,2,12,0,4,1,0,0,45,1
28,5,11,4,1,3,4,0,0,0,35,0
28,4,15,4,1,1,4,0,0,0,52,0
28,4,1,2,3,0,4,1,0,0,40,0
28,4,11,2,8,0,4,1,0,0,43,0
28,7,12,2,4,0,4,1,0,0,50,1
28,1,9,4,4,1,4,1,0,0,40,0
28,4,0,0,12,1,4,0,0,0,40,0
28,4,15,4,1,4,2,0,0,0,40,0
28,2,11,2,6,0,4,1,0,0,40,0
28,4,2,4,14,1,4,1,0,0,50,0
28,2,11,4,11,2,2,1,0,1876,40,0
28,4,15,4,8,1,4,1,0,0,40,0
28,4,11,2,3,0,4,1,0,1848,42,1
28,4,11,2,7,0,4,1,0,0,50,0
28,4,6,2,3,0,4,1,0,0,40,0
28,5,12,2,12,0,4,1,5178,0,40,1
28,4,11,4,3,3,4,1,0,0,50,0
28,4,11,4,3,3,4,1,0,0,40,0
28,4,9,4,8,1,4,1,0,0,43,0
28,4,11,2,12,0,4,1,0,0,40,0
28,4,11,4,10,1,4,0,0,0,40,0
28,4,6,0,10,1,2,0,0,0,40,0
28,4,8,4,13,3,4,0,0,0,38,0
28,4,11,4,8,4,2,0,0,0,52,0
28,4,8,2,7,0,4,1,0,0,40,1
28,4,9,2,13,0,4,1,0,0,40,0
28,4,1,2,3,0,4,1,0,0,45,0
28,4,9,2,10,5,4,0,0,0,45,1
28,4,11,2,4,0,4,1,4386,0,45,1
28,4,11,4,7,4,4,0,0,0,40,0
28,4,15,2,3,0,4,1,0,0,40,1
28,4,11,0,4,3,4,1,0,0,40,0
28,4,11,2,7,5,4,0,0,0,35,0
28,4,9,2,4,0,4,1,0,0,40,1
28,2,9,2,11,0,2,1,0,0,42,1
28,0,9,4,0,1,4,0,0,0,43,0
28,4,11,2,7,0,4,1,0,0,45,0
28,4,11,2,1,0,4,1,0,0,40,0
28,4,15,4,1,1,4,0,0,0,40,0
28,4,11,0,1,4,4,0,0,0,40,0
28,4,15,2,5,0,4,1,0,0,40,0
28,4,15,4,3,1,2,1,0,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,4,9,5,12,1,4,1,0,0,42,0
28,4,11,4,14,2,4,1,0,0,38,0
28,2,11,4,6,2,2,1,0,0,40,0
28,4,9,2,4,5,4,0,0,0,40,1
28,4,11,2,3,0,4,1,0,0,40,0
28,4,11,2,7,0,4,1,2580,0,40,0
28,4,8,4,4,1,4,0,0,0,40,0
28,4,11,4,14,1,4,0,0,0,40,0
28,4,11,2,7,0,4,1,0,1672,50,0
28,4,11,2,3,0,4,1,0,0,40,0
28,2,9,4,10,1,4,0,2202,0,50,0
28,4,9,0,3,4,4,1,0,0,50,0
28,4,11,4,8,3,4,1,0,0,40,0
28,5,9,4,12,1,4,1,0,0,50,0
28,4,11,4,1,3,4,1,0,0,40,0
28,4,9,4,12,1,4,1,0,0,40,0
28,4,7,2,12,0,4,1,0,0,37,1
28,4,11,0,6,3,4,1,0,0,40,0
28,4,15,4,8,1,4,0,0,0,40,0
28,4,9,4,10,1,1,1,0,0,50,1
28,4,15,4,3,1,4,1,0,0,43,0
28,4,11,4,10,1,4,1,0,0,40,0
28,4,15,0,12,1,4,0,0,0,40,0
28,4,6,2,8,2,4,0,0,0,35,0
28,4,15,2,12,0,4,1,0,0,43,0
28,6,15,2,3,0,4,1,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,1
28,4,8,4,12,1,4,1,0,0,40,0
28,4,11,2,7,0,4,1,0,0,40,0
28,2,8,2,11,0,2,1,0,0,46,0
28,7,7,4,1,3,4,0,0,0,40,0
28,4,11,4,8,1,4,0,0,0,46,0
28,4,15,4,4,1,4,0,0,0,40,0
28,4,15,4,1,4,4,0,0,0,45,0
28,4,11,0,3,4,4,1,0,0,50,0
28,4,11,0,1,1,4,1,0,0,40,0
28,4,8,4,12,1,4,0,0,0,40,0
28,4,9,4,13,3,4,1,0,0,40,0
28,4,11,4,6,3,2,0,0,0,40,0
28,4,4,4,5,4,2,1,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,1
28,4,11,2,14,0,4,1,0,1848,40,1
28,0,11,4,0,1,4,0,0,0,40,0
28,4,9,2,4,5,4,0,0,0,50,1
28,2,15,4,4,3,4,0,0,0,40,0
28,6,2,2,3,1,4,1,0,0,40,0
28,2,11,5,1,1,4,0,5721,0,40,0
28,1,9,4,11,1,4,1,0,0,50,0
28,4,11,5,3,1,4,1,0,1974,40,0
28,4,12,4,13,1,4,0,0,0,40,0
28,4,9,2,10,0,4,1,3103,0,40,1
28,4,15,4,3,3,0,1,0,0,40,0
28,2,9,4,10,1,4,0,0,0,40,0
28,4,9,3,12,1,4,0,0,0,50,0
28,4,15,2,4,3,4,1,7688,0,50,1
28,1,15,4,13,4,0,0,0,0,40,0
28,2,7,4,1,1,4,0,0,0,40,0
28,4,4,4,7,1,4,0,0,0,40,0
28,4,11,2,14,0,4,1,0,0,40,0
28,4,15,4,5,1,4,0,0,0,40,0
28,4,11,4,1,3,4,1,0,0,40,0
28,7,15,5,4,3,4,1,0,2339,40,0
28,4,9,4,12,2,4,0,0,0,45,0
28,4,11,2,7,0,1,1,0,0,40,0
28,4,11,4,6,1,4,1,0,0,40,0
28,4,15,4,6,1,4,1,0,0,40,0
28,4,11,4,1,2,4,0,0,0,38,0
28,4,0,4,7,4,4,0,0,0,40,0
28,4,15,5,1,4,2,0,0,0,37,0
28,4,11,2,4,0,4,1,0,0,45,1
28,6,8,4,5,3,4,1,10520,0,45,1
28,4,9,4,3,3,4,1,0,0,40,1
28,2,8,2,10,5,4,0,7688,0,36,1
28,4,15,0,3,1,4,1,0,0,46,0
28,4,11,2,3,0,4,1,0,0,43,0
28,4,9,4,11,1,4,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,1
28,4,11,2,3,0,4,1,0,0,38,0
28,4,14,4,10,1,2,1,0,0,50,0
28,2,12,4,10,1,4,0,0,0,50,0
28,4,15,4,14,1,4,1,0,0,50,0
28,4,12,4,4,1,2,0,0,0,45,0
28,4,11,4,7,3,4,0,0,0,40,0
28,4,11,4,4,1,4,1,0,0,40,0
28,4,15,2,1,3,4,0,0,0,40,0
28,2,11,4,4,4,0,0,0,0,35,0
28,2,15,2,11,0,4,1,0,0,40,0
28,2,7,4,1,1,4,0,0,1980,40,0
28,4,1,2,6,0,4,1,7688,0,40,1
28,4,15,4,1,1,4,0,0,0,40,0
28,4,9,4,12,1,4,1,0,0,40,0
28,4,15,4,13,1,4,1,0,0,40,0
28,4,7,4,10,3,4,1,0,0,40,0
28,2,15,4,1,2,2,1,0,0,40,0
28,0,15,4,0,4,4,0,0,0,40,0
28,4,8,4,1,1,1,0,0,0,45,0
28,4,8,2,13,0,3,1,0,0,40,0
28,4,9,4,12,1,4,0,0,0,40,0
28,4,11,4,6,3,2,1,0,0,40,0
28,2,12,4,10,1,4,1,0,0,35,0
28,4,15,4,4,3,4,0,0,0,40,0
28,4,0,4,5,2,4,1,0,0,35,0
28,4,11,4,12,1,4,0,0,0,45,0
28,4,11,2,14,0,4,1,0,0,40,0
28,4,9,2,4,0,4,1,0,0,40,1
28,4,9,0,8,4,4,0,0,0,48,1
28,4,6,4,3,1,4,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,40,0
28,4,15,4,12,3,2,1,0,0,40,0
28,4,9,2,4,0,4,1,0,0,46,1
28,4,11,2,13,0,4,1,0,0,40,0
28,4,2,4,6,4,4,1,0,0,40,0
28,4,12,4,10,1,4,1,0,0,50,0
28,4,15,4,13,1,4,0,0,0,40,0
28,4,15,5,6,1,2,1,0,0,40,0
28,4,0,1,8,5,4,0,0,0,40,0
28,4,8,4,6,3,4,0,0,0,40,0
28,4,15,4,8,1,2,1,0,0,40,0
28,0,15,2,0,5,4,0,0,1887,40,1
28,4,15,0,10,1,4,1,0,0,40,0
28,4,8,4,12,1,4,1,0,0,50,0
28,2,11,4,14,3,2,0,0,0,40,0
28,4,12,4,12,3,1,0,0,0,36,0
28,4,15,5,1,1,4,0,0,0,40,0
28,4,8,4,13,1,2,0,0,0,40,0
28,4,8,4,4,3,2,0,0,0,40,0
28,4,9,4,12,1,4,1,0,1980,40,0
28,4,15,2,7,0,4,1,0,0,40,0
28,4,9,2,10,0,4,1,0,0,50,0
28,4,9,2,12,0,4,1,0,0,45,1
28,4,5,2,6,0,3,1,0,2179,40,0
28,2,11,2,11,0,4,1,3908,0,40,0
28,6,11,0,5,1,4,1,0,0,40,0
28,4,9,4,8,1,4,1,0,0,40,0
28,5,9,2,10,0,4,1,0,0,50,1
28,4,2,4,10,4,4,0,0,0,40,0
28,4,15,2,12,0,4,1,0,0,40,0
28,4,7,0,10,1,4,0,0,0,40,0
28,4,11,2,12,0,4,1,0,0,50,0
28,0,15,4,0,3,2,0,0,0,40,0
28,4,1,0,8,4,4,0,0,0,40,0
28,0,9,4,0,3,2,0,0,0,40,0
28,0,15,4,0,3,1,1,0,0,40,0
28,4,9,4,4,3,4,1,0,0,40,0
28,4,15,2,12,0,4,1,0,0,40,0
28,4,9,4,10,1,4,0,0,0,40,0
28,4,15,2,1,0,4,1,0,1485,40,0
28,4,11,4,8,4,4,0,0,0,40,0
28,4,15,4,5,1,4,1,0,0,40,0
28,4,9,4,7,4,2,0,0,0,40,0
28,4,9,6,8,3,4,1,0,1974,50,0
28,4,12,4,10,3,4,1,0,0,40,0
28,7,9,4,1,3,1,0,0,0,40,1
28,2,11,5,14,3,4,1,0,0,45,0
28,4,9,4,1,1,4,0,0,0,40,0
28,4,0,2,3,5,3,0,0,0,48,0
28,7,12,2,4,5,4,0,0,0,40,0
28,7,12,4,10,1,4,1,0,0,50,0
28,4,11,2,14,0,4,1,0,0,50,0
28,4,15,4,12,2,4,0,0,0,40,0
28,4,4,4,8,1,4,0,0,0,40,0
28,4,9,4,12,3,2,1,6849,0,50,0
28,4,11,4,3,3,4,1,0,0,40,0
28,4,11,4,13,1,4,1,0,0,40,0
28,4,15,2,14,0,4,1,0,0,40,0
28,2,11,0,11,1,4,0,0,0,40,0
28,4,9,2,10,0,4,1,0,1902,43,1
28,4,11,4,3,3,4,1,0,0,40,0
28,4,11,4,7,1,1,1,0,0,40,0
28,4,15,4,6,1,0,1,0,0,47,0
28,4,9,2,10,0,4,1,0,0,40,0
28,2,11,2,3,0,4,1,0,0,45,0
28,4,11,4,7,3,4,1,0,0,40,0
28,4,4,4,7,4,3,0,0,0,40,0
28,4,15,5,1,1,4,1,0,0,40,0
28,5,15,4,4,1,4,1,0,0,50,0
28,6,11,4,3,3,4,1,0,0,40,0
28,4,11,4,14,1,3,1,0,0,40,0
28,4,11,2,3,0,4,1,3137,0,45,0
28,4,0,4,6,2,4,1,0,0,40,0
28,4,11,4,10,3,4,1,0,0,40,0
28,6,11,4,12,3,4,0,0,0,40,0
28,4,11,4,14,3,4,1,0,0,40,0
28,0,1,4,0,1,4,1,0,1762,40,0
28,4,15,4,1,1,4,0,0,0,40,0
28,4,9,4,4,4,2,0,0,0,45,0
28,4,9,4,4,1,2,1,2174,0,50,0
28,4,15,4,8,1,4,1,0,0,35,0
28,4,1,4,3,1,4,1,0,0,40,0
28,6,1,4,12,3,4,1,0,0,40,0
28,4,15,4,7,1,4,1,0,0,42,0
28,4,9,2,4,0,4,1,0,0,45,0
28,4,9,2,12,0,4,1,0,0,45,0
28,4,11,4,1,1,4,0,0,0,40,0
28,4,9,0,4,1,4,0,0,0,40,0
28,4,15,4,12,1,4,1,0,0,40,0
28,4,15,4,4,1,2,0,0,0,45,0
28,4,11,0,12,2,4,1,0,0,50,0
28,0,9,4,0,3,4,1,0,0,45,0
28,4,11,4,3,2,1,1,0,0,35,0
28,4,11,2,7,0,4,1,0,0,45,0
28,4,8,2,10,0,4,1,99999,0,50,1
28,4,11,2,8,0,3,1,0,0,40,0
28,4,9,4,12,4,4,1,0,0,50,0
28,4,12,2,10,0,4,1,0,0,40,1
28,4,11,4,3,1,4,1,0,0,40,0
28,4,9,4,8,1,4,0,0,0,50,0
28,4,11,4,7,4,2,0,0,0,50,0
28,4,15,2,3,0,4,1,0,0,40,0
28,4,9,4,1,3,4,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,0
28,4,9,2,12,0,4,1,0,0,40,1
28,4,9,4,4,1,4,1,0,0,38,0
28,5,9,2,4,0,4,1,0,0,50,0
28,4,15,4,4,1,4,0,0,0,40,0
28,4,7,2,7,0,4,1,0,0,40,0
28,4,15,4,1,1,4,1,0,0,40,0
28,7,9,4,10,3,4,1,6849,0,40,0
28,4,11,2,7,0,4,1,0,0,42,0
28,4,11,0,8,1,4,0,0,1741,52,0
28,6,15,4,3,1,4,1,0,1590,40,0
28,4,11,4,4,1,1,0,0,0,40,0
28,4,3,2,7,0,4,1,0,0,43,0
28,4,7,2,1,5,2,0,0,0,35,0
28,4,11,0,8,4,4,0,0,0,35,0
28,4,11,2,3,0,4,1,0,0,50,0
28,1,15,4,1,4,2,0,3887,0,40,0
28,4,0,4,6,1,4,1,0,0,40,0
28,6,15,4,10,4,4,1,0,0,40,0
28,4,8,4,13,3,4,0,2174,0,36,0
28,4,11,3,7,3,1,1,0,0,40,0
28,4,5,2,6,0,4,1,0,0,50,0
28,4,9,4,6,3,4,1,0,0,40,0
28,4,9,4,12,3,4,1,0,1974,50,0
28,2,9,4,10,2,4,1,0,0,50,0
28,4,15,4,12,3,4,1,0,0,35,0
28,2,9,4,10,1,4,0,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,0
28,2,9,0,10,1,4,1,0,0,40,0
28,4,11,4,3,3,4,1,0,0,40,0
28,4,9,2,4,5,4,0,0,0,40,0
28,4,11,4,14,1,4,1,0,0,45,0
28,4,11,0,1,4,4,0,0,0,40,0
28,4,15,0,1,4,4,1,0,0,40,0
28,4,15,2,1,0,4,1,0,0,40,0
28,4,9,4,4,3,4,0,0,0,45,0
28,4,11,4,5,4,4,0,0,0,35,0
28,4,7,4,12,3,4,0,0,0,35,0
28,0,0,4,0,3,4,0,0,0,38,0
28,6,15,2,3,0,4,1,7298,0,40,1
28,4,11,2,3,0,4,1,0,0,50,0
28,4,11,2,3,0,4,1,99999,0,40,1
28,4,9,0,1,1,4,0,0,0,40,0
28,4,15,4,1,3,2,0,0,0,40,0
28,4,9,2,10,0,4,1,0,0,40,0
28,2,11,4,11,1,4,1,0,0,40,0
28,4,9,4,1,1,4,0,0,0,45,0
28,4,7,4,1,3,4,1,0,0,35,0
28,4,9,2,10,5,1,0,0,1485,40,0
28,4,9,4,13,1,4,0,0,0,35,0
28,4,15,2,4,0,1,1,0,0,40,0
28,4,11,5,11,2,4,1,0,0,40,0
28,4,11,2,3,0,4,1,0,0,40,0
29,4,15,2,8,0,4,1,0,0,40,0
29,4,15,0,6,1,4,1,2174,0,40,0
29,4,9,2,12,0,4,1,0,0,50,0
29,4,11,4,11,1,4,1,0,0,50,0
29,4,14,2,10,0,4,1,0,0,50,1
29,4,11,4,11,1,1,1,0,0,40,0
29,6,11,4,5,1,4,1,0,0,40,0
29,4,11,2,1,5,4,0,0,0,40,0
29,4,15,2,8,5,0,0,0,0,40,0
29,4,15,4,13,1,4,0,0,0,40,0
29,4,11,2,7,0,2,1,0,0,40,1
29,0,11,4,0,1,2,1,0,0,40,0
29,4,0,4,3,1,4,1,0,0,40,0
29,0,15,4,0,1,2,1,0,0,36,0
29,6,15,2,4,2,4,1,4386,0,45,1
29,4,0,4,8,3,4,0,0,0,38,0
29,4,11,5,3,4,4,1,0,0,35,0
29,4,15,2,12,0,4,1,0,0,50,1
29,4,11,5,7,1,4,1,0,0,40,0
29,4,11,2,3,0,2,1,0,0,40,0
29,4,9,2,13,0,4,1,0,0,40,1
29,4,11,2,12,0,4,1,0,0,50,0
29,4,9,4,4,1,4,0,0,0,45,1
29,4,7,2,4,5,4,0,0,0,50,0
29,4,15,4,6,3,4,1,0,1719,48,0
29,6,15,2,3,0,4,1,0,0,35,0
29,7,0,4,3,4,4,1,0,0,40,0
29,2,15,4,6,1,4,1,0,0,50,0
29,4,15,4,13,1,4,0,0,0,40,0
29,4,15,4,8,1,3,1,0,1590,40,0
29,4,9,2,8,0,4,1,0,0,40,0
29,4,11,4,4,1,4,0,0,0,38,0
